"","ensembl_gene_id","external_gene_name","refseq_mrna"
"28027","ENSG00000169302","STK32A","NM_145001"
"28028","ENSG00000171045","TSNARE1","NM_145003"
"28029","ENSG00000275594","ADAM32","NM_145004"
"28030","ENSG00000197140","ADAM32","NM_145004"
"28031","ENSG00000147894","C9orf72","NM_145005"
"28032","ENSG00000157303","SUSD3","NM_145006"
"28033","ENSG00000179873","NLRP11","NM_145007"
"28034","ENSG00000166793","YPEL4","NM_145008"
"28035","ENSG00000151023","ENKUR","NM_145010"
"28036","ENSG00000175395","ZNF25","NM_145011"
"28037","ENSG00000108100","CCNY","NM_145012"
"28038","ENSG00000198331","HYLS1","NM_145014"
"28039","ENSG00000172935","MRGPRF","NM_145015"
"28040","ENSG00000156689","GLYATL2","NM_145016"
"28041","ENSG00000162148","PPP1R32","NM_145017"
"28042","ENSG00000165490","DDIAS","NM_145018"
"28043","ENSG00000150510","FAM124A","NM_145019"
"28044","ENSG00000172361","CFAP53","NM_145020"
"28045","ENSG00000278545","MARCHF8","NM_145021"
"28046","ENSG00000165406","MARCHF8","NM_145021"
"28047","ENSG00000216937","CCDC7","NM_145023"
"28048","ENSG00000261972","CES5A","NM_145024"
"28049","ENSG00000159398","CES5A","NM_145024"
"28050","ENSG00000155085","AK9","NM_145025"
"28051","ENSG00000249481","SPATS1","NM_145026"
"28052","ENSG00000164627","KIF6","NM_145027"
"28053","ENSG00000157343","ARMC12","NM_145028"
"28054","ENSG00000233641","C6orf136","NM_145029"
"28055","ENSG00000233164","C6orf136","NM_145029"
"28056","ENSG00000237012","C6orf136","NM_145029"
"28057","ENSG00000224120","C6orf136","NM_145029"
"28058","ENSG00000237100","C6orf136","NM_145029"
"28059","ENSG00000206487","C6orf136","NM_145029"
"28060","ENSG00000204564","C6orf136","NM_145029"
"28061","ENSG00000160813","PPP1R35","NM_145030"
"28062","ENSG00000161040","FBXL13","NM_145032"
"28063","ENSG00000169905","TOR1AIP2","NM_145034"
"28064","ENSG00000144815","NXPE3","NM_145037"
"28065","ENSG00000157856","DRC1","NM_145038"
"28066","ENSG00000170955","CAVIN3","NM_145040"
"28067","ENSG00000184988","TMEM106A","NM_145041"
"28068","ENSG00000292286","NEIL2","NM_145043"
"28069","ENSG00000154328","NEIL2","NM_145043"
"28070","ENSG00000281661","ZNF501","NM_145044"
"28071","ENSG00000186446","ZNF501","NM_145044"
"28072","ENSG00000198003","ODAD3","NM_145045"
"28073","ENSG00000269058","CALR3","NM_145046"
"28074","ENSG00000116885","OSCP1","NM_145047"
"28075","ENSG00000163138","PACRGL","NM_145048"
"28076","ENSG00000164332","UBLCP1","NM_145049"
"28077","ENSG00000165188","RNF183","NM_145051"
"28078","ENSG00000094841","UPRT","NM_145052"
"28079","ENSG00000175518","UBQLNL","NM_145053"
"28080","ENSG00000166596","CFAP52","NM_145054"
"28081","ENSG00000152242","C18orf25","NM_145055"
"28082","ENSG00000197380","DACT3","NM_145056"
"28083","ENSG00000273633","CDC42EP5","NM_145057"
"28084","ENSG00000273622","CDC42EP5","NM_145057"
"28085","ENSG00000278444","CDC42EP5","NM_145057"
"28086","ENSG00000167617","CDC42EP5","NM_145057"
"28087","ENSG00000150977","RILPL2","NM_145058"
"28088","ENSG00000157353","FCSK","NM_145059"
"28089","ENSG00000154839","SKA1","NM_145060"
"28090","ENSG00000262634","SKA1","NM_145060"
"28091","ENSG00000165480","SKA3","NM_145061"
"28092","ENSG00000153975","ZUP1","NM_145062"
"28093","ENSG00000124596","OARD1","NM_145063"
"28094","ENSG00000185482","STAC3","NM_145064"
"28095","ENSG00000174516","PELI3","NM_145065"
"28096","ENSG00000167723","TRPV3","NM_145068"
"28097","ENSG00000114737","CISH","NM_145071"
"28098","ENSG00000115317","HTRA2","NM_145074"
"28099","ENSG00000169189","NSMCE1","NM_145080"
"28100","ENSG00000196652","ZKSCAN5","NM_145102"
"28101","ENSG00000034152","MAP2K3","NM_145109"
"28102","ENSG00000221909","FAM200A","NM_145111"
"28103","ENSG00000125952","MAX","NM_145112"
"28104","ENSG00000125952","MAX","NM_145113"
"28105","ENSG00000125952","MAX","NM_145114"
"28106","ENSG00000197037","ZSCAN25","NM_145115"
"28107","ENSG00000166833","NAV2","NM_145117"
"28108","ENSG00000181191","PJA1","NM_145119"
"28109","ENSG00000184916","JAG2","NM_145159"
"28110","ENSG00000137764","MAP2K5","NM_145160"
"28111","ENSG00000258289","CHURC1","NM_145165"
"28112","ENSG00000114853","ZBTB47","NM_145166"
"28113","ENSG00000143315","PIGM","NM_145167"
"28114","ENSG00000184860","SDR42E1","NM_145168"
"28115","ENSG00000198818","SFT2D1","NM_145169"
"28116","ENSG00000179600","GPHB5","NM_145171"
"28117","ENSG00000162643","DNAI3","NM_145172"
"28118","ENSG00000176490","DIRAS1","NM_145173"
"28119","ENSG00000172404","DNAJB7","NM_145174"
"28120","ENSG00000162981","LRATD1","NM_145175"
"28121","ENSG00000146411","SLC2A12","NM_145176"
"28122","ENSG00000292338","DHRSX","NM_145177"
"28123","ENSG00000169084","DHRSX","NM_145177"
"28124","ENSG00000179774","ATOH7","NM_145178"
"28125","ENSG00000103490","PYCARD","NM_145182"
"28126","ENSG00000076984","MAP2K7","NM_145185"
"28127","ENSG00000121270","ABCC11","NM_145186"
"28128","ENSG00000144182","LIPT1","NM_145197"
"28129","ENSG00000144182","LIPT1","NM_145198"
"28130","ENSG00000144182","LIPT1","NM_145199"
"28131","ENSG00000175544","CABP4","NM_145200"
"28132","ENSG00000278488","NAPRT","NM_145201"
"28133","ENSG00000147813","NAPRT","NM_145201"
"28134","ENSG00000165828","PRAP1","NM_145202"
"28135","ENSG00000180138","CSNK1A1L","NM_145203"
"28136","ENSG00000166192","SENP8","NM_145204"
"28137","ENSG00000176256","HMGB4","NM_145205"
"28138","ENSG00000151532","VTI1A","NM_145206"
"28139","ENSG00000145375","SPATA5","NM_145207"
"28140","ENSG00000291743","MBD3L1","NM_145208"
"28141","ENSG00000170948","MBD3L1","NM_145208"
"28142","ENSG00000185414","MRPL30","NM_145212"
"28143","ENSG00000154370","TRIM11","NM_145214"
"28144","ENSG00000171130","ATP6V0E2","NM_145230"
"28145","ENSG00000140025","EFCAB11","NM_145231"
"28146","ENSG00000142544","CTU1","NM_145232"
"28147","ENSG00000257591","ZNF625","NM_145233"
"28148","ENSG00000101938","CHRDL1","NM_145234"
"28149","ENSG00000203780","FANK1","NM_145235"
"28150","ENSG00000156966","B3GNT7","NM_145236"
"28151","ENSG00000121903","ZSCAN20","NM_145238"
"28152","ENSG00000167371","PRRT2","NM_145239"
"28153","ENSG00000148225","WDR31","NM_145241"
"28154","ENSG00000162600","OMA1","NM_145243"
"28155","ENSG00000145358","DDIT4L","NM_145244"
"28156","ENSG00000142459","EVI5L","NM_145245"
"28157","ENSG00000148690","FRA10AC1","NM_145246"
"28158","ENSG00000156384","SFR1","NM_145247"
"28159","ENSG00000153498","SPACA7","NM_145248"
"28160","ENSG00000275865","SPACA7","NM_145248"
"28161","ENSG00000276880","IFI27L1","NM_145249"
"28162","ENSG00000165948","IFI27L1","NM_145249"
"28163","ENSG00000173464","RNASE11","NM_145250"
"28164","ENSG00000198252","STYX","NM_145251"
"28165","ENSG00000283056","ZG16B","NM_145252"
"28166","ENSG00000162078","ZG16B","NM_145252"
"28167","ENSG00000153443","UBALD1","NM_145253"
"28168","ENSG00000166822","TMEM170A","NM_145254"
"28169","ENSG00000159111","MRPL10","NM_145255"
"28170","ENSG00000175489","LRRC25","NM_145256"
"28171","ENSG00000154429","CCSAP","NM_145257"
"28172","ENSG00000123612","ACVR1C","NM_145259"
"28173","ENSG00000143867","OSR1","NM_145260"
"28174","ENSG00000205981","DNAJC19","NM_145261"
"28175","ENSG00000168237","GLYCTK","NM_145262"
"28176","ENSG00000163071","SPATA18","NM_145263"
"28177","ENSG00000164366","CCDC127","NM_145265"
"28178","ENSG00000170584","NUDCD2","NM_145266"
"28179","ENSG00000154079","SDHAF4","NM_145267"
"28180","ENSG00000165120","SSMEM1","NM_145268"
"28181","ENSG00000188343","CIBAR1","NM_145269"
"28182","ENSG00000161992","PRR35","NM_145270"
"28183","ENSG00000229809","ZNF688","NM_145271"
"28184","ENSG00000270806","C17orf50","NM_145272"
"28185","ENSG00000161649","CD300LG","NM_145273"
"28186","ENSG00000188868","ZNF563","NM_145276"
"28187","ENSG00000168509","HJV","NM_145277"
"28188","ENSG00000169224","GCSAML","NM_145278"
"28189","ENSG00000142961","MOB3C","NM_145279"
"28190","ENSG00000144401","METTL21A","NM_145280"
"28191","ENSG00000145832","SLC25A48","NM_145282"
"28192","ENSG00000291520","NXNL2","NM_145283"
"28193","ENSG00000130045","NXNL2","NM_145283"
"28194","ENSG00000156504","PABIR2","NM_145284"
"28195","ENSG00000119919","NKX2-3","NM_145285"
"28196","ENSG00000133115","STOML3","NM_145286"
"28197","ENSG00000175322","ZNF519","NM_145287"
"28198","ENSG00000170684","ZNF296","NM_145288"
"28199","ENSG00000152990","ADGRA3","NM_145290"
"28200","ENSG00000168826","ZBTB49","NM_145291"
"28201","ENSG00000106648","GALNTL5","NM_145292"
"28202","ENSG00000161996","WDR90","NM_145294"
"28203","ENSG00000198551","ZNF627","NM_145295"
"28204","ENSG00000105767","CADM4","NM_145296"
"28205","ENSG00000188171","ZNF626","NM_145297"
"28206","ENSG00000128394","APOBEC3F","NM_145298"
"28207","ENSG00000175106","TVP23C","NM_145301"
"28208","ENSG00000170279","C7orf33","NM_145304"
"28209","ENSG00000077713","SLC25A43","NM_145305"
"28210","ENSG00000171224","FAM241B","NM_145306"
"28211","ENSG00000182010","RTKN2","NM_145307"
"28212","ENSG00000184154","LRRC51","NM_145309"
"28213","ENSG00000198298","ZNF485","NM_145312"
"28214","ENSG00000198915","RASGEF1A","NM_145313"
"28215","ENSG00000165623","UCMA","NM_145314"
"28216","ENSG00000135537","AFG1L","NM_145315"
"28217","ENSG00000172738","TMEM217","NM_145316"
"28218","ENSG00000070882","OSBPL3","NM_145320"
"28219","ENSG00000070882","OSBPL3","NM_145321"
"28220","ENSG00000070882","OSBPL3","NM_145322"
"28221","ENSG00000196268","ZNF493","NM_145326"
"28222","ENSG00000243147","MRPL33","NM_145330"
"28223","ENSG00000135341","MAP3K7","NM_145331"
"28224","ENSG00000135341","MAP3K7","NM_145332"
"28225","ENSG00000135341","MAP3K7","NM_145333"
"28226","ENSG00000150593","PDCD4","NM_145341"
"28227","ENSG00000100342","APOL1","NM_145343"
"28228","ENSG00000158062","UBXN11","NM_145345"
"28229","ENSG00000276336","SCARF1","NM_145350"
"28230","ENSG00000074660","SCARF1","NM_145350"
"28231","ENSG00000128335","APOL2","NM_145637"
"28232","ENSG00000021762","OSBPL5","NM_145638"
"28233","ENSG00000128284","APOL3","NM_145640"
"28234","ENSG00000128284","APOL3","NM_145641"
"28235","ENSG00000128284","APOL3","NM_145642"
"28236","ENSG00000132313","MRPL35","NM_145644"
"28237","ENSG00000156787","TBC1D31","NM_145647"
"28238","ENSG00000139370","SLC15A4","NM_145648"
"28239","ENSG00000285222","GCNT2","NM_145649"
"28240","ENSG00000111846","GCNT2","NM_145649"
"28241","ENSG00000169550","MUC15","NM_145650"
"28242","ENSG00000188076","SCGB1C1","NM_145651"
"28243","ENSG00000175121","WFDC5","NM_145652"
"28244","ENSG00000276432","RDM1","NM_145654"
"28245","ENSG00000278023","RDM1","NM_145654"
"28246","ENSG00000285222","GCNT2","NM_145655"
"28247","ENSG00000111846","GCNT2","NM_145655"
"28248","ENSG00000169840","GSX1","NM_145657"
"28249","ENSG00000258484","SPESP1","NM_145658"
"28250","ENSG00000197272","IL27","NM_145659"
"28251","ENSG00000100336","APOL4","NM_145660"
"28252","ENSG00000203926","SPANXA2","NM_145662"
"28253","ENSG00000161692","DBF4B","NM_145663"
"28254","ENSG00000185024","BRF1","NM_145685"
"28255","ENSG00000071054","MAP4K4","NM_145686"
"28256","ENSG00000071054","MAP4K4","NM_145687"
"28257","ENSG00000166313","APBB1","NM_145689"
"28258","ENSG00000164924","YWHAZ","NM_145690"
"28259","ENSG00000171953","ATPAF2","NM_145691"
"28260","ENSG00000134324","LPIN1","NM_145693"
"28261","ENSG00000136267","DGKB","NM_145695"
"28262","ENSG00000143228","NUF2","NM_145697"
"28263","ENSG00000107897","ACBD5","NM_145698"
"28264","ENSG00000128383","APOBEC3A","NM_145699"
"28265","ENSG00000170779","CDCA4","NM_145701"
"28266","ENSG00000221944","TIGD1","NM_145702"
"28267","ENSG00000168488","ATXN2L","NM_145714"
"28268","ENSG00000180346","TIGD2","NM_145715"
"28269","ENSG00000157216","SSBP3","NM_145716"
"28270","ENSG00000173825","TIGD3","NM_145719"
"28271","ENSG00000169989","TIGD4","NM_145720"
"28272","ENSG00000131323","TRAF3","NM_145725"
"28273","ENSG00000131323","TRAF3","NM_145726"
"28274","ENSG00000182253","SYNM","NM_145728"
"28275","ENSG00000143314","MRPL24","NM_145729"
"28276","ENSG00000100280","AP1B1","NM_145730"
"28277","ENSG00000100321","SYNGR1","NM_145731"
"28278","ENSG00000100167","SEPTIN3","NM_145733"
"28279","ENSG00000102606","ARHGEF7","NM_145735"
"28280","ENSG00000100321","SYNGR1","NM_145738"
"28281","ENSG00000079156","OSBPL6","NM_145739"
"28282","ENSG00000243955","GSTA1","NM_145740"
"28283","ENSG00000144824","PHLDB2","NM_145753"
"28284","ENSG00000167702","KIFC2","NM_145754"
"28285","ENSG00000168026","TTC21A","NM_145755"
"28286","ENSG00000186496","ZNF396","NM_145756"
"28287","ENSG00000082512","TRAF5","NM_145759"
"28288","ENSG00000125861","GFRA4","NM_145762"
"28289","ENSG00000008394","MGST1","NM_145764"
"28290","ENSG00000008394","MGST1","NM_145791"
"28291","ENSG00000008394","MGST1","NM_145792"
"28292","ENSG00000151892","GFRA1","NM_145793"
"28293","ENSG00000143442","POGZ","NM_145796"
"28294","ENSG00000006025","OSBPL7","NM_145798"
"28295","ENSG00000125354","SEPTIN6","NM_145799"
"28296","ENSG00000125354","SEPTIN6","NM_145800"
"28297","ENSG00000125354","SEPTIN6","NM_145802"
"28298","ENSG00000175104","TRAF6","NM_145803"
"28299","ENSG00000166016","ABTB2","NM_145804"
"28300","ENSG00000159556","ISL2","NM_145805"
"28301","ENSG00000198546","ZNF511","NM_145806"
"28302","ENSG00000142233","NTN5","NM_145807"
"28303","ENSG00000105887","MTPN","NM_145808"
"28304","ENSG00000144354","CDCA7","NM_145810"
"28305","ENSG00000075429","CACNG5","NM_145811"
"28306","ENSG00000156709","AIFM1","NM_145812"
"28307","ENSG00000130433","CACNG6","NM_145814"
"28308","ENSG00000130433","CACNG6","NM_145815"
"28309","ENSG00000205758","CRYZL1","NM_145858"
"28310","ENSG00000114209","PDCD10","NM_145859"
"28311","ENSG00000114209","PDCD10","NM_145860"
"28312","ENSG00000186197","EDARADD","NM_145861"
"28313","ENSG00000183765","CHEK2","NM_145862"
"28314","ENSG00000115239","ASB3","NM_145863"
"28315","ENSG00000284290","ANKS4B","NM_145865"
"28316","ENSG00000175311","ANKS4B","NM_145865"
"28317","ENSG00000283887","LTC4S","NM_145867"
"28318","ENSG00000213316","LTC4S","NM_145867"
"28319","ENSG00000122359","ANXA11","NM_145868"
"28320","ENSG00000122359","ANXA11","NM_145869"
"28321","ENSG00000100577","GSTZ1","NM_145870"
"28322","ENSG00000100577","GSTZ1","NM_145871"
"28323","ENSG00000005981","ASB4","NM_145872"
"28324","ENSG00000177595","PIDD1","NM_145886"
"28325","ENSG00000177595","PIDD1","NM_145887"
"28326","ENSG00000129451","KLK10","NM_145888"
"28327","ENSG00000078328","RBFOX1","NM_145891"
"28328","ENSG00000078328","RBFOX1","NM_145892"
"28329","ENSG00000078328","RBFOX1","NM_145893"
"28330","ENSG00000186474","KLK12","NM_145894"
"28331","ENSG00000186474","KLK12","NM_145895"
"28332","ENSG00000291834","PFDN5","NM_145897"
"28333","ENSG00000123349","PFDN5","NM_145897"
"28334","ENSG00000276114","CCL23","NM_145898"
"28335","ENSG00000274736","CCL23","NM_145898"
"28336","ENSG00000137309","HMGA1","NM_145899"
"28337","ENSG00000137309","HMGA1","NM_145901"
"28338","ENSG00000137309","HMGA1","NM_145902"
"28339","ENSG00000137309","HMGA1","NM_145903"
"28340","ENSG00000137309","HMGA1","NM_145905"
"28341","ENSG00000235109","ZSCAN31","NM_145909"
"28342","ENSG00000114670","NEK11","NM_145910"
"28343","ENSG00000167377","ZNF23","NM_145911"
"28344","ENSG00000235568","NFAM1","NM_145912"
"28345","ENSG00000262217","SLC5A8","NM_145913"
"28346","ENSG00000256870","SLC5A8","NM_145913"
"28347","ENSG00000166529","ZSCAN21","NM_145914"
"28348","ENSG00000135047","CTSL","NM_145918"
"28349","ENSG00000105364","MRPL4","NM_146387"
"28350","ENSG00000105364","MRPL4","NM_146388"
"28351","ENSG00000134184","GSTM1","NM_146421"
"28352","ENSG00000173040","EVC2","NM_147127"
"28353","ENSG00000180233","ZNRF2","NM_147128"
"28354","ENSG00000178038","ALS2CL","NM_147129"
"28355","ENSG00000237808","NCR3","NM_147130"
"28356","ENSG00000236979","NCR3","NM_147130"
"28357","ENSG00000236315","NCR3","NM_147130"
"28358","ENSG00000237103","NCR3","NM_147130"
"28359","ENSG00000206430","NCR3","NM_147130"
"28360","ENSG00000225211","NCR3","NM_147130"
"28361","ENSG00000223833","NCR3","NM_147130"
"28362","ENSG00000204475","NCR3","NM_147130"
"28363","ENSG00000086102","NFX1","NM_147134"
"28364","ENSG00000112276","BVES","NM_147147"
"28365","ENSG00000168765","GSTM4","NM_147148"
"28366","ENSG00000157654","PALM2AKAP2","NM_147150"
"28367","ENSG00000198399","ITSN2","NM_147152"
"28368","ENSG00000198964","SGMS1","NM_147156"
"28369","ENSG00000147955","SIGMAR1","NM_147157"
"28370","ENSG00000162390","ACOT11","NM_147161"
"28371","ENSG00000122756","CNTFR","NM_147164"
"28372","ENSG00000164972","C9orf24","NM_147168"
"28373","ENSG00000164972","C9orf24","NM_147169"
"28374","ENSG00000164978","NUDT2","NM_147172"
"28375","ENSG00000164978","NUDT2","NM_147173"
"28376","ENSG00000171004","HS6ST2","NM_147175"
"28377","ENSG00000188386","PPP3R2","NM_147180"
"28378","ENSG00000185774","KCNIP4","NM_147181"
"28379","ENSG00000185774","KCNIP4","NM_147182"
"28380","ENSG00000185774","KCNIP4","NM_147183"
"28381","ENSG00000115129","TP53I3","NM_147184"
"28382","ENSG00000127914","AKAP9","NM_147185"
"28383","ENSG00000120889","TNFRSF10B","NM_147187"
"28384","ENSG00000167196","FBXO22","NM_147188"
"28385","ENSG00000169122","FAM110B","NM_147189"
"28386","ENSG00000139624","CERS5","NM_147190"
"28387","ENSG00000154485","MMP21","NM_147191"
"28388","ENSG00000197587","DMBX1","NM_147192"
"28389","ENSG00000174332","GLIS1","NM_147193"
"28390","ENSG00000180071","ANKRD18A","NM_147195"
"28391","ENSG00000181585","TMIE","NM_147196"
"28392","ENSG00000180083","WFDC11","NM_147197"
"28393","ENSG00000180205","WFDC9","NM_147198"
"28394","ENSG00000170255","MRGPRX1","NM_147199"
"28395","ENSG00000164970","FAM219A","NM_147202"
"28396","ENSG00000104760","FGL1","NM_147203"
"28397","ENSG00000111199","TRPV4","NM_147204"
"28398","ENSG00000084676","NCOA1","NM_147223"
"28399","ENSG00000084676","NCOA1","NM_147233"
"28400","ENSG00000056972","TRAF3IP2","NM_147686"
"28401","ENSG00000110025","SNX15","NM_147777"
"28402","ENSG00000285132","CTSB","NM_147780"
"28403","ENSG00000164733","CTSB","NM_147780"
"28404","ENSG00000285132","CTSB","NM_147781"
"28405","ENSG00000164733","CTSB","NM_147781"
"28406","ENSG00000285132","CTSB","NM_147782"
"28407","ENSG00000164733","CTSB","NM_147782"
"28408","ENSG00000285132","CTSB","NM_147783"
"28409","ENSG00000164733","CTSB","NM_147783"
"28410","ENSG00000282954","FBXO17","NM_148169"
"28411","ENSG00000269190","FBXO17","NM_148169"
"28412","ENSG00000109861","CTSC","NM_148170"
"28413","ENSG00000133027","PEMT","NM_148172"
"28414","ENSG00000133027","PEMT","NM_148173"
"28415","ENSG00000155096","AZIN1","NM_148174"
"28416","ENSG00000100023","PPIL2","NM_148175"
"28417","ENSG00000100023","PPIL2","NM_148176"
"28418","ENSG00000156804","FBXO32","NM_148177"
"28419","ENSG00000164967","RPP25L","NM_148178"
"28420","ENSG00000164967","RPP25L","NM_148179"
"28421","ENSG00000168488","ATXN2L","NM_148414"
"28422","ENSG00000168488","ATXN2L","NM_148415"
"28423","ENSG00000168488","ATXN2L","NM_148416"
"28424","ENSG00000151882","CCL28","NM_148672"
"28425","ENSG00000077935","SMC1B","NM_148674"
"28426","ENSG00000284495","MIEF2","NM_148886"
"28427","ENSG00000177427","MIEF2","NM_148886"
"28428","ENSG00000198168","SVIP","NM_148893"
"28429","ENSG00000038219","BOD1L1","NM_148894"
"28430","ENSG00000183979","NPB","NM_148896"
"28431","ENSG00000170426","SDR9C7","NM_148897"
"28432","ENSG00000128573","FOXP2","NM_148898"
"28433","ENSG00000128573","FOXP2","NM_148899"
"28434","ENSG00000128573","FOXP2","NM_148900"
"28435","ENSG00000186891","TNFRSF18","NM_148901"
"28436","ENSG00000186891","TNFRSF18","NM_148902"
